room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate,min_players,max_players,time_limit_str,minimum_age,difficulty_int,fear_int,query_address,room_latitude,room_longitude
"Escape room ""Hang ‘Em High"" by Try-N-Escape in Miami",https://worldofescapes.com/miami/quests/try-n-escape-hang-em-high,"3350 NW 2nd Avenue A2 Boca Raton, FL 33431","You and your posse just pulled off the biggest heist in Texas state history. But there’s only one problem… half your crew got sloppy at the local saloon and were picked up by the local sheriff and thrown in jail. It’s up to you and the rest of your posse to get into the jail and break out your crew before the sheriff gets back in town or… you’ll face the hang man’s noose. Do you think you’re up for the challenge? Good Luck! Try-n-escape!
",2-10,60,Difficult,Not scary,,0.31,2,10,60 minutes,nan,2,0,"3350 NW 2nd Ave A2, Boca Raton, FL 33431, USA",26.3807612,-80.0851167
"Escape room ""Speakeasy"" by Quicksand Escape Games in San Diego",https://worldofescapes.com/san-diego/quests/quicksand-escape-games-the-speakeasy,"1001 Garnet Ave, San Diego, CA 92109","It's the roaring twenties, the time when Prohibition is at large and most people would trade all of that ""progress"" for a beer. The only place to get a drink is at a mob-run Speakeasy. When you go for a taste of the forbidden sauce, things get a bit rowdy and the bartender locks you in so the boss can sort out the mess. You overhear that the boss will be back in an hour. While the night may have started out as the ""bee's knees"", it will be your knees if you can't escape!",2-8,60,Difficult,Not scary,12+,None,2,8,60 minutes,12,2,0,"1001 Garnet Ave, San Diego, CA 92109, USA",32.7972086,-117.2514735
"Escape room ""The Manor"" by The Room LA in Los Angeles",https://worldofescapes.com/los-angeles/quests/the-room-la-the-manor,"11500 Burbank Boulevard North Hollywood, CA 91601","The nefarious oil tycoon, Herbert Devlin, has been found dead, the victim of poisoning and suspected foul play. Loathed by scores and loved by few, Herbert’s body was discovered in the master bedroom of The Devlin Manor, an extravagant estate built by Herbert in the 1930’s.
The Devlin Manor is the home of many unspeakable truths and spirits. Over the decades, numerous “incidents” and homicides have transpired in the cursed house. In 1935, Mrs. Devlin was found dead of an apparent suicide, having hung herself from the beam over their shared marital bed. After his wife’s sudden demise, Herbert Devlin started to spiral. His mornings began with a daily cocktail of amphetamines and his nights ended in a pool of his own bile and liquor. But alas, two years later, Herbert remarried his youthful caretaker Estelle Williams, who once claimed to have seen her predecessor roaming the halls sobbing.
Six individuals (The Widow, The Firstborn, The Business Partner, The Maid, The Secondborne, and The Psychic) have, by no random accident, been named in Mr. Devlin’s final will and summoned to the manor. Upon arriving at the sprawling estate, the inheritors are greeted by the Butler and taken into the windowless dining room.
Once every guest has arrived, the Butler seals the doors shut with Mr. Devlin’s final testament, a wax-cylinder recording of his own ghoulish voice, inside. Mr. Devlin informs them that he suspects one of them to be the culprit behind his own death.
Becoming one of these six characters, you all have sixty minutes to search the darkest corners of The Devlin Manor and find the truth behind Herbert Devlin’s death in order to claim your inheritance. Per demand, the hapless Butler has poisoned every guest’s dinner to assure complete cooperation. If time runs out before finding both the murderer and antidote, you will join the trapped souls that wander Devlin Manor for eternity!",2-6,60,Average,A little scary,12+,None,2,6,60 minutes,12,1,1,"11500 Burbank Blvd, North Hollywood, CA 91601, USA",34.171917,-118.3824887
"Escape room ""Tomb of the Pharaoh"" by Unity Escape Rooms in Pomona",https://worldofescapes.com/pomona/quests/unity-escape-rooms-tomb-of-the-pharaoh,"10810 Sebastian Way #101 Rancho Cucamonga, CA 91730",After escaping the South American Temple of the Aymar Tribe you headed home thinking Dr. Ford was lost forever. When you arrive at home you find a mysterious package post marked from Egypt. Eager to see what it is you open it up. Inside you find two items. Dr. Fords passport and a picture of the Luxor Temple. While going through the pages in the passport you realize there’s a recent stamp from the port of Cairo dated 1 week ago. This can only mean one thing. Dr. Ford is alive and he needs your help again!,2-8,60,Average,Not scary,13+,None,2,8,60 minutes,13,1,0,"10810 Sebastian Way #101, Rancho Cucamonga, CA 91730, USA",34.1045581,-117.5481847
"Escape room ""Cosmic Collision"" by Time Travel Escapes in West Palm Beach",https://worldofescapes.com/west-palm-beach/quests/time-travel-escapes-cosmic-collision,"401 Maplewood Drive #18, Jupiter, FL 33458","We are looking for an elite team of NASA Scientists to travel into the future to save our world. In the research lab, you will need to find all the information needed to determine the fate of our earth. Make your way through the laser security and figure out how to activate the laser beam to destroy the meteor that will collide with Earth. Come help us prevent the mass destruction of our planet!",2-6,60,Difficult,Not scary,,None,2,6,60 minutes,nan,2,0,"401 Maplewood Dr #18, Jupiter, FL 33458, USA",26.931081,-80.1242772
"Escape room ""Ripper"" by The Escapery in Atlanta",https://worldofescapes.com/atlanta/quests/the-escapery-ripper,"1349 Old 41 Hwy NW, Suite 250 Marietta, GA 30060","It’s been five years since the last gruesome victim was discovered. Everyone assumed Jack the Ripper was dead, in prison, or had fled. Yet once again, a terror roams the night, leaving only the broken bodies of his victims discarded in the streets as evidence of his existence.
Your team is close to finding his lair and you’ve narrowed it down to three suspects. Can you figure out who the Ripper is before another woman is gone?

",2-10,60,Difficult,A little scary,13+,0.32,2,10,60 minutes,13,2,1,"1349 Old 41 Hwy NW #250, Marietta, GA 30060, USA",33.978157,-84.5619698
"Escape room ""Bank Heist"" by Escape Plan Georgia in Atlanta",https://worldofescapes.com/atlanta/quests/escape-plan-georgia-bank-heist,"3735 Harrison Road SW, Suite 600, Loganville, GA 30052","You recently lost your job and got involved with some local criminals. They are planning to rob Loganville State Bank. The team knows your skills and wants you to be the one to crack the safe.
The criminals have already entered the bank manager’s office, where the door to the vault is located. Your team has hidden clues and hints to help you break into the vault. The security system has been hacked and you have one hour until it is back online and the police are notified. Can you crack the safe in time to walk away with the money and avoid the police?",2-8,60,Very difficult,Not scary,10+,None,2,8,60 minutes,10,3,0,"3735 Harrison Rd SW #600, Loganville, GA 30052, USA",33.8502124,-83.9257511
"Escape room ""War Games"" by EscapeWorks Denver in Denver",https://worldofescapes.com/denver/quests/escapeworks-denver-war-games,"1529 Champa St. Denver, CO 80202",The tension between the world's nuclear powers is at an all time high. There are unconfirmed reports of enemy movement that have moved the U.S. to DefCon one. You and your team make your way into a bunker containing an active nuclear missile. Is this really going to lead to WWIII?,2-8,60,Average,Not scary,,None,2,8,60 minutes,nan,1,0,"1529 Champa St, Denver, CO 80202, USA",39.7461574,-104.9947285
"Escape room ""Hostage"" by Breakout Games - Tallahassee in Tallahassee",https://worldofescapes.com/tallahassee/quests/breakout-games-tallahassee-hostage,"1891 Capital Circle NE, Ste. 8 Tallahassee, FL 32308","You wake up handcuffed and trapped in a small dark room. The last thing you remember is your airplane being hijacked. You realize the same man who took down the plane is responsible for your kidnapping. Can you find out what happened and why and escape before the hijacker comes back?


",2-7,60,Difficult,Not scary,,None,2,7,60 minutes,nan,2,0,"1891 Capital Cir NE #8, Tallahassee, FL 32308, USA",30.4721519,-84.23137849999999
"Escape room ""Team Building Opportunities"" by The Escape Game San Francisco in San Francisco",https://worldofescapes.com/sfbay/quests/the-escape-game-san-francisco-team-building-opportunities,"150 Kearny Street, San Francisco, CA, 94108","If your team is going to succeed, they’ve got to work together. Our games are challenging, fun and there’s always a few great laugh-out-loud moments. Your team will talk about the experience for years to come. In fact, 9 out of 10 leaders surveyed said that their team's communication and collaboration improved after team building at The Escape Game. The Escape Game’s dedicated Guest Experience team will assist with your reservation and will help split your teams across multiple games. Their 60-minute epic adventures plus the stress-free booking process makes this next-level team building. Learn more and book your team today!",2-44,60,Average,Not scary,14+,None,2,44,60 minutes,14,1,0,"150 Kearny St, San Francisco, CA 94108, USA",37.7895363,-122.4036567
"Escape room ""Murder at Silver City"" by A Narrow Escape in Hot Springs",https://worldofescapes.com/hot-springs/quests/a-narrow-escape-murder-at-silver-city,"801 Central Ave Suite 35, Hot Springs, AR 71901",Granny is missing and her friend Suzy has met an untimely demise. See if you can locate Granny and close the case before it's too late! Solve puzzles and gather clues in this ridiculous family-friendly adventure!,3-8,90,Average,Not scary,,None,3,8,90 minutes,nan,1,0,"801 Central Ave #35, Hot Springs, AR 71901, USA",34.5091494,-93.0538248
"Escape room ""Haunted"" by Escape on Palafox in Pensacola",https://worldofescapes.com/pensacola/quests/escape-on-palafox-haunted,"28 Palafox Place Pensacola, FL 32502","You find yourself in a room haunted by a woman that died many years ago. Strange things are seen and heard in this room. Some say that if you stay in the room for more than 60 minutes, you will be cursed forever. To avoid the curse, you must find out why the woman haunts the room – for that is the only way your team will escape!",2-8,60,Difficult,A little scary,,None,2,8,60 minutes,nan,2,1,"28 Palafox Pl, Pensacola, FL 32502, USA",30.411879,-87.215008
"Escape room ""Area 51"" by Escape Plan Georgia in Atlanta",https://worldofescapes.com/atlanta/quests/escape-plan-georgia-area-51,"3735 Harrison Road SW, Suite 600, Loganville, GA 30052","The year is 1964. You hear strange noises and strange lights have been spotted over Roswell, New Mexico. Increased military activity is seen everywhere. The rumors are spreading… “They’ve found aliens.”
Your group has infiltrated “Area 51,’ the top-secret military headquarters. Now that you’re in, can you solve the mystery that is Area 51?",2-10,60,Average,Not scary,10+,None,2,10,60 minutes,10,1,0,"3735 Harrison Rd SW #600, Loganville, GA 30052, USA",33.8502124,-83.9257511
"Escape room ""Escape the Aliens"" by Ryptic Room Escape in San Francisco",https://worldofescapes.com/sfbay/quests/ryptic-room-escape-escape-from-the-aliens,"205 E 3rd Ave #306 San Mateo, CA 94401","You and your team are a daring group of private investigators who handle the most fringe cases. A call from a distressed, potential client has brought you and your team to the office of Dr. Tim F. Hatt, a well known researcher in the field of extraterrestrial study. 

The landlord who contacted you has reported noticing some strange things during the past few months involving Dr. Hatt’s office, including suspicious looking characters and ominous noises emanating from the depths of his make-shift laboratory. 

The landlord is now reporting to your team that Dr. Hatt has gone missing! It’s up to you and your team to investigate Dr. Hatt’s office and unravel the mystery of the suspicious activities that have been occurring within his lab.",2-10,60,Difficult,Not scary,6+,0.21,2,10,60 minutes,6,2,0,"205 E 3rd Ave #306, San Mateo, CA 94401, USA",37.5652486,-122.323053
"Escape room ""DEA"" by Suite 201 Escape Room in Los Angeles",https://worldofescapes.com/los-angeles/quests/suite-201-escape-room-dea,"6819 Sepulveda Blvd, Suite 201 Van Nuys, CA 91405","Hector and Santiago are two undercover DEA agents who have infiltrated the Colombian cartel and helped capture one of the most powerful and wanted drug lord of all time. As their operation was a success, the cartel lost no time in figuring out who the traitors were and captured Hector and Santiago before they left the country. Do you and your team have what it takes to locate our agents before they get murdered?",2-6,60,Difficult,Not scary,12+,None,2,6,60 minutes,12,2,0,"MID-VALLEY PROFESSIONAL BUILDING, 6819 Sepulveda Blvd #201, Van Nuys, CA 91405, USA",34.1945829,-118.4665859
